player,pos,age,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,year,mpg,current_age,current_pos,min_year,year_in_league
Anthony Brown,SF,25,MIN,1,4,41.9,1.5,1,.000,0,0,0,41.7,0,0,0,11.1,0,0,0,0.571,26.2,4.3,30.5,0,2018,4,28,SF,2016,2
Anthony Edwards,SG,19,MIN,72,2314,13.9,0.523,0.429,.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,-0.6,1.4,0.8,0.017,-0.9,-1.7,-2.6,-0.3,2021,32.138888888888886,19,SG,2021,0
Anthony Gill,PF,28,WAS,26,218,13.7,0.597,0.4,.267,7.8,17,12.4,6.7,2.1,1.5,10.7,14.2,0.3,0.3,0.6,0.123,-1.4,0.2,-1.2,0,2021,8.384615384615385,28,PF,2021,0
Anthony Lamb,SF,23,HOU,24,415,8.7,0.523,0.602,.178,6.7,11.5,9,7.9,0.7,1.1,13,15,0.1,0.1,0.2,0.023,-3.5,-2.3,-5.8,-0.4,2021,17.291666666666668,23,SF,2021,0
Antonio Blakeney,SG,21,CHI,19,314,10.1,0.471,0.364,.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0,-0.006,-2.8,-2.4,-5.2,-0.3,2018,16.526315789473685,24,SG,2018,0
Antonio Blakeney,SG,22,CHI,57,829,10.6,0.487,0.23,.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-2.4,-2.7,-5.2,-0.7,2019,14.543859649122806,24,SG,2018,1
Antonius Cleveland,SG,23,TOT,17,123,4.5,0.486,0.19,.286,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0,-0.006,-7.6,2.4,-5.2,-0.1,2018,7.235294117647059,26,SG,2018,0
Antonius Cleveland,SG,25,DAL,11,46,2.5,0.34,0.214,.357,4.6,11.3,8,2.8,1.1,5.6,11,16.9,-0.1,0,-0.1,-0.076,-9,-1,-10.1,-0.1,2020,4.181818181818182,26,SG,2018,2
Anžejs Pasečņiks,C,24,WAS,27,437,11.3,0.551,0.026,.500,10.1,16.9,13.4,5.7,1,2.4,14.5,15.8,0.3,0.2,0.5,0.054,-4.1,-1.5,-5.6,-0.4,2020,16.185185185185187,25,C,2020,0
Anžejs Pasečņiks,C,25,WAS,1,6,-40.6,0,1,.000,17.7,0,8.8,18.7,0,0,83.3,41.4,-0.1,0,-0.1,-1.113,-40.1,-7.1,-47.1,-0.1,2021,6,25,C,2020,1
Archie Goodwin,SG,19,PHO,52,533,10.3,0.507,0.216,.329,5.3,13,9.2,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.018,-3.1,-0.1,-3.2,-0.2,2014,10.25,26,SG,2014,0
Archie Goodwin,SG,20,PHO,41,535,11.2,0.486,0.204,.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.014,-2.8,-0.6,-3.4,-0.2,2015,13.048780487804878,26,SG,2014,1
Archie Goodwin,PG,21,PHO,57,1114,11.1,0.498,0.235,.457,2.6,11.5,6.9,17.2,1.2,1,16.5,23.2,-0.4,0.5,0.1,0.004,-2.1,-1.5,-3.7,-0.5,2016,19.54385964912281,26,SG,2014,2
Archie Goodwin,SG,22,TOT,15,214,18.7,0.651,0.227,.636,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,0.6,0.1,0.7,0.153,2.2,-0.3,1.9,0.2,2017,14.266666666666667,26,SG,2014,3
Arinze Onuaku,PF,26,TOT,5,30,3.8,0.255,0,.400,7.6,23.5,15.4,13.5,0,0,14.5,10.4,0,0,0,-0.044,-4,-1.2,-5.2,0,2014,6,33,C,2014,0
Arinze Onuaku,C,27,MIN,6,68,22.8,0.771,0,.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.2,0,0.3,0.197,2.8,-1.4,1.4,0.1,2015,11.333333333333334,33,C,2014,1
Arinze Onuaku,C,29,ORL,8,28,5.8,0.5,0,.000,7.6,16,11.7,9.9,0,2.9,33.3,9.4,0,0,0,-0.005,-6.1,-0.3,-6.4,0,2017,3.5,33,C,2014,3
Armoni Brooks,SG,22,HOU,20,520,10.4,0.565,0.818,.063,2,12.4,7,8.7,1.1,0.9,10,17.9,0.1,0.2,0.3,0.03,-1.3,-2,-3.3,-0.2,2021,26,22,SG,2021,0
Ashton Hagans,PG,21,MIN,2,4,-12.4,NA,NA,,0,0,0,0,0,0,100,10.5,0,0,0,-0.353,-13.8,-7.9,-21.7,0,2021,2,21,PG,2021,0
Axel Toupane,SF,23,DEN,21,305,7.1,0.49,0.571,.243,2.9,8.5,5.6,7,1.2,1.6,7.2,12,0.2,0.1,0.3,0.049,-3.6,-1,-4.7,-0.2,2016,14.523809523809524,28,SF,2016,0
Axel Toupane,SF,24,TOT,4,47,6.2,0.611,0.444,.000,0,2.3,1.1,0,1,1.7,0,8.5,0,0,0.1,0.061,-5.5,-0.7,-6.2,-0.1,2017,11.75,28,SF,2016,1
Axel Toupane,SF,28,MIL,8,61,9,0.497,0.182,.636,0,10,5.2,7.6,1.5,4.4,0,9.7,0.1,0.1,0.1,0.097,-4.4,1.3,-3.1,0,2021,7.625,28,SF,2016,5
B.J. Johnson,SF,23,TOT,7,49,12.8,0.609,0.389,.111,4.2,13.2,8.6,0,1.9,0,9.6,17.4,0,0,0.1,0.066,-2.3,-2,-4.3,0,2019,7,25,SF,2019,0
B.J. Johnson,SF,24,ORL,10,83,5.4,0.412,0.281,.313,3.8,16.1,9.7,5.1,1.8,0,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9,-0.1,2020,8.3,25,SF,2019,1
Bam Adebayo,C,20,MIA,69,1368,15.7,0.57,0.021,.526,9.7,21.6,15.6,11,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.148,-1.1,0.7,-0.4,0.6,2018,19.82608695652174,23,C,2018,0
Bam Adebayo,C,21,MIA,82,1913,17.9,0.623,0.031,.465,9.2,24,16.6,14.2,1.8,3,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8,2019,23.329268292682926,23,C,2018,1
Bam Adebayo,PF,22,MIA,72,2417,20.3,0.598,0.018,.484,8.5,24.9,17,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2,3.4,3.3,2020,33.56944444444444,23,C,2018,2
Bam Adebayo,C,23,MIA,64,2143,22.7,0.626,0.01,.443,7.7,22.6,15.3,26.9,1.7,3.2,15,23.7,5.6,3.2,8.8,0.197,2.9,1.9,4.7,3.6,2021,33.484375,23,C,2018,3
Ben Bentil,PF,21,DAL,3,10,-17.6,0,0.333,.000,0,24.4,11.6,0,0,0,25,18.9,-0.1,0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1,2017,3.3333333333333335,25,PF,2017,0
Ben McLemore,SG,20,SAC,82,2187,7.7,0.485,0.437,.211,2.7,9.5,6.1,5.8,1,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-2.9,-1.1,-4,-1.1,2014,26.670731707317074,27,SG,2014,0
Ben McLemore,SG,21,SAC,82,2670,10.4,0.552,0.471,.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,-1.3,-0.9,-2.2,-0.2,2015,32.5609756097561,27,SG,2014,1
Ben McLemore,SG,22,SAC,68,1443,8.6,0.531,0.407,.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,-0.4,0.7,0.3,0.01,-3.1,-0.7,-3.8,-0.7,2016,21.220588235294116,27,SG,2014,2
Ben McLemore,SG,23,SAC,61,1176,9.8,0.538,0.406,.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.5,-1.7,-4.2,-0.6,2017,19.278688524590162,27,SG,2014,3
Ben McLemore,SG,24,MEM,56,1091,9.7,0.526,0.426,.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19,-0.2,0.7,0.5,0.023,-2.9,-1,-3.9,-0.5,2018,19.482142857142858,27,SG,2014,4
Ben McLemore,SG,25,SAC,19,158,10.5,0.541,0.641,.188,1.9,9.4,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.055,-2.1,-1.4,-3.5,-0.1,2019,8.31578947368421,27,SG,2014,5
Ben McLemore,SF,26,HOU,71,1619,11.8,0.622,0.829,.123,1.3,8.9,5.1,5.2,1.3,0.8,8,16,2.2,1.1,3.3,0.099,0,-0.6,-0.5,0.6,2020,22.802816901408452,27,SG,2014,6
Ben McLemore,SG,27,TOT,53,905,8.5,0.523,0.767,.145,1.7,10.5,6,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.3,-4,-0.5,2021,17.07547169811321,27,SG,2014,7
Ben Moore,PF,22,IND,2,9,-2.3,NA,NA,,0,12.5,6.3,13.1,0,0,NA,0,0,0,0,0.072,-10.5,1.3,-9.3,0,2018,4.5,25,PF,2018,0
Ben Simmons,PG,21,PHI,81,2732,20,0.557,0.011,.342,5.9,19.5,13,37.4,2.5,2.1,19.5,22.3,4.2,5,9.2,0.162,2,2.5,4.5,4.5,2018,33.72839506172839,24,PG,2018,0
Ben Simmons,PG,22,PHI,79,2700,20,0.582,0.006,.446,6.9,20,13.7,34.2,2,1.8,19.3,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,2019,34.177215189873415,24,PG,2018,1
Ben Simmons,PG,23,PHI,57,2017,20.4,0.602,0.011,.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,2020,35.3859649122807,24,PG,2018,2
Ben Simmons,PG,24,PHI,58,1877,18.3,0.584,0.017,.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6,0.153,0.8,1.9,2.7,2.2,2021,32.36206896551724,24,PG,2018,3
Billy Garrett,SG,24,NYK,4,63,9.8,0.452,0.296,.148,0,5.1,2.5,18,0.8,1.3,6.5,20.9,0,0,0,-0.019,-3.9,-1.7,-5.5,-0.1,2019,15.75,26,SG,2019,0
Boban Marjanović,C,27,SAS,54,508,27.7,0.662,0,.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,2.3,1.2,3.4,0.325,3.9,0.4,4.3,0.8,2016,9.407407407407407,32,C,2016,0
Boban Marjanović,C,28,DET,35,293,29.6,0.606,0,.439,16.5,32.5,24.2,5.3,1,3.4,6,25.3,1.2,0.5,1.7,0.28,5.4,0.1,5.5,0.6,2017,8.371428571428572,32,C,2016,1
Boban Marjanović,C,29,TOT,39,337,26,0.616,0,.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,1,0.5,1.5,0.215,2.3,0.2,2.5,0.4,2018,8.64102564102564,32,C,2016,2
Boban Marjanović,C,30,TOT,58,681,24.2,0.664,0.038,.504,14,26.9,20.6,12.8,1.1,3.1,15.7,23.3,2.1,0.9,3,0.212,2.8,0.3,3.2,0.9,2019,11.741379310344827,32,C,2016,3
Boban Marjanović,C,31,DAL,44,422,25.7,0.612,0.081,.270,16.6,32.1,24.5,8.3,0.9,2,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,2020,9.590909090909092,32,C,2016,4
Boban Marjanović,C,32,DAL,33,271,22.6,0.562,0.066,.311,19.3,32.7,26,5.9,0.4,2.1,8,24.6,0.7,0.3,1,0.183,1.6,-2.7,-1.1,0.1,2021,8.212121212121213,32,C,2016,5
Bobby Brown,PG,32,HOU,25,123,10.8,0.509,0.583,.033,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.1,0.04,-0.1,-3.5,-3.6,0,2017,4.92,36,PG,2017,0
Bobby Brown,PG,33,HOU,20,115,5.5,0.425,0.69,.034,0,6.8,3.4,15,1.7,0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-4.9,-2.3,-7.2,-0.2,2018,5.75,36,PG,2017,1
Bobby Portis,PF,20,CHI,62,1102,13.8,0.469,0.119,.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,2016,17.774193548387096,25,C,2016,0
Bobby Portis,PF,21,CHI,64,1000,14.9,0.545,0.256,.157,8,24,16,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-0.6,-0.9,-1.5,0.1,2017,15.625,25,C,2016,1
Bobby Portis,PF,22,CHI,73,1643,19.7,0.548,0.275,.192,10,23,16.2,13.2,1.5,1.3,10.5,26,2,1.5,3.5,0.101,2.2,-1.3,0.8,1.2,2018,22.506849315068493,25,C,2016,2
Bobby Portis,PF,23,TOT,50,1299,16.1,0.529,0.304,.154,9,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1,2019,25.98,25,C,2016,3
Bobby Portis,PF,24,NYK,66,1393,14.6,0.53,0.317,.158,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1,1.9,0.064,0,-1.1,-1.1,0.3,2020,21.106060606060606,25,C,2016,4
Bobby Portis,C,25,MIL,66,1372,19.9,0.598,0.263,.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2,4.8,0.167,2,-0.6,1.4,1.2,2021,20.78787878787879,25,C,2016,5
Bogdan Bogdanović,SG,25,SAC,78,2175,13.5,0.556,0.426,.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,2018,27.884615384615383,28,SG,2018,0
Bogdan Bogdanović,SG,26,SAC,70,1947,14.1,0.53,0.431,.188,2.1,11,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7,2019,27.814285714285713,28,SG,2018,1
Bogdan Bogdanović,SG,27,SAC,61,1766,15.1,0.565,0.576,.151,1.6,11.8,6.6,18,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,2020,28.950819672131146,28,SG,2018,2
Bogdan Bogdanović,SG,28,ATL,44,1305,17.6,0.616,0.589,.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.4,0.4,3.8,1.9,2021,29.65909090909091,28,SG,2018,3
Bojan Bogdanović,SF,25,BRK,78,1854,11.6,0.562,0.444,.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,-0.3,-1.4,-1.7,0.1,2015,23.76923076923077,31,SF,2015,0
Bojan Bogdanović,SF,26,BRK,79,2115,10.7,0.55,0.451,.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,0.9,0,0.9,0.021,-1,-2.6,-3.5,-0.8,2016,26.772151898734176,31,SF,2015,1
Bojan Bogdanović,SF,27,TOT,81,2083,13.5,0.585,0.464,.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,2,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1,2017,25.71604938271605,31,SF,2015,2
Bojan Bogdanović,SF,28,IND,80,2464,13.9,0.605,0.453,.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,2018,30.8,31,SF,2015,3
Bojan Bogdanović,SF,29,IND,81,2573,16.1,0.613,0.367,.290,1.5,12.7,7.2,9.5,1.3,0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,2019,31.765432098765434,31,SF,2015,4
Bojan Bogdanović,SF,30,UTA,63,2083,15.6,0.603,0.489,.296,2.1,11.2,6.8,10,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,2020,33.06349206349206,31,SF,2015,5
Bojan Bogdanović,SF,31,UTA,72,2216,14,0.588,0.498,.286,2,11.1,6.7,9.1,1,0.1,10.9,22.8,2.7,2.5,5.2,0.113,0.1,-0.9,-0.8,0.7,2021,30.77777777777778,31,SF,2015,6
Bol Bol,PF,20,DEN,7,87,14.4,0.617,0.321,.357,6.4,18,12.2,9.8,1.1,6.4,23.6,21.2,0,0.1,0.1,0.063,-2.1,-0.7,-2.9,0,2020,12.428571428571429,21,PF,2020,0
Bol Bol,PF,21,DEN,32,160,9.4,0.534,0.414,.259,0,16.9,8.5,6,0.9,6.1,16.8,21.2,-0.2,0.2,0,-0.004,-3.6,-0.7,-4.4,-0.1,2021,5,21,PF,2020,1
Bonzie Colson,SF,23,MIL,8,98,12.9,0.454,0.538,.231,8.8,21.5,15.5,4,2.4,0.9,6.5,19.6,0,0.2,0.2,0.085,-2.6,-0.8,-3.5,0,2019,12.25,25,SF,2019,0
Brad Wanamaker,PG,29,BOS,36,343,14.3,0.597,0.371,.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1,0.134,-1.3,0.7,-0.7,0.1,2019,9.527777777777779,31,PG,2019,0
Brad Wanamaker,PG,30,BOS,71,1369,12.8,0.577,0.282,.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5,2020,19.281690140845072,31,PG,2019,1
Brad Wanamaker,PG,31,TOT,61,1053,9.5,0.489,0.284,.338,1.8,8.8,5.3,22.5,1.9,1,17.1,16.9,-0.2,1,0.9,0.039,-4.6,-0.2,-4.8,-0.7,2021,17.262295081967213,31,PG,2019,2
Branden Dawson,PF,22,LAC,6,29,7.1,0.46,0,.200,7.6,7.4,7.5,0,0,2.7,0,8.5,0,0,0,0.069,-3.6,-2,-5.7,0,2016,4.833333333333333,27,PF,2016,0
Brandon Clarke,PF,23,MEM,58,1300,20.9,0.663,0.134,.234,7.6,20.1,14,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5,0.183,2.4,0.7,3.1,1.7,2020,22.413793103448278,24,PF,2020,0
Brandon Clarke,PF,24,MEM,59,1415,17.3,0.56,0.156,.228,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,2.2,2,4.2,0.142,0.3,1,1.3,1.2,2021,23.983050847457626,24,PF,2020,1
Brandon Davies,PF,22,PHI,51,575,7.5,0.476,0.078,.414,6.9,13.9,10.2,7.1,2,1.1,18.8,13.7,-0.3,0.4,0.1,0.008,-5.7,-0.6,-6.3,-0.6,2014,11.27450980392157,29,PF,2014,0
Brandon Davies,PF,23,TOT,27,423,10.5,0.463,0.248,.270,9.4,12.1,10.7,12.4,2.1,1.3,15.9,18.9,-0.2,0.4,0.2,0.028,-3.9,-0.6,-4.5,-0.3,2015,15.666666666666666,29,PF,2014,1
Brandon Goodwin,PG,23,DEN,16,57,8.3,0.413,0.261,.478,1.9,3.8,2.8,32.1,0,0,9.7,23.1,0,0,0,0.021,-4.7,-4.8,-9.5,-0.1,2019,3.5625,25,PG,2019,0
Brandon Goodwin,PG,24,ATL,34,430,11.6,0.507,0.458,.158,2.7,15.5,9,18,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,2020,12.647058823529411,25,PG,2019,1
Brandon Goodwin,PG,25,ATL,47,620,9.2,0.471,0.462,.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,-0.2,0.4,0.2,0.013,-2.7,-0.8,-3.5,-0.2,2021,13.191489361702128,25,PG,2019,2
Brandon Ingram,SF,19,LAL,79,2279,8.5,0.474,0.273,.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.3,-0.007,-3,-1.4,-4.4,-1.4,2017,28.848101265822784,23,SF,2017,0
Brandon Ingram,SF,20,LAL,59,1975,13.8,0.536,0.138,.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4,2018,33.47457627118644,23,SF,2017,1
Brandon Ingram,SF,21,LAL,52,1760,13.4,0.555,0.129,.396,2.5,13,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2,0.055,-1.3,-0.7,-2,0,2019,33.84615384615385,23,SF,2017,2
Brandon Ingram,PF,22,NOP,62,2104,18.8,0.587,0.35,.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2,2020,33.935483870967744,23,SF,2017,3
Brandon Ingram,SF,23,NOP,61,2093,19.2,0.584,0.341,.291,1.8,13.7,7.8,22.4,1,1.6,11,28,3.9,1.3,5.3,0.12,3.6,-1.4,2.2,2.2,2021,34.31147540983606,23,SF,2017,4
Brandon Paul,SG,26,SAS,64,576,7.4,0.504,0.425,.339,1.1,12,6.5,9,2.2,1,16.6,13.6,-0.3,0.8,0.5,0.045,-5.1,1.6,-3.5,-0.2,2018,9,29,SG,2018,0
Brandon Sampson,SG,21,CHI,14,214,8.5,0.567,0.483,.100,1.5,6.7,4.1,6.8,1.8,1.2,16.1,15.2,-0.1,0.1,0,0.01,-3.9,-0.9,-4.7,-0.1,2019,15.285714285714286,23,SG,2019,0
Brian Bowen,SF,21,IND,6,31,0.1,0.3,0.2,.000,3.6,21,12.4,0,0,2.8,9.1,15.6,-0.1,0,-0.1,-0.107,-9.1,-1.6,-10.7,-0.1,2020,5.166666666666667,22,SF,2020,0
Brian Bowen,SF,22,IND,6,15,1,0.338,0.25,.250,0,21.6,10.8,0,0,0,0,12.6,0,0,0,-0.063,-8.2,-3.3,-11.5,0,2021,2.5,22,SF,2020,1
Briante Weber,PG,23,TOT,7,169,8.9,0.38,0.128,.103,5.2,11.9,8.4,18.6,2.7,1.6,18.1,13.2,-0.2,0.2,0,0.004,-4.7,1,-3.7,-0.1,2016,24.142857142857142,28,PG,2016,0
Briante Weber,PG,24,TOT,20,205,11,0.462,0.167,.267,4.3,9.6,7,15,2.9,0.4,10.7,16.3,0,0.2,0.3,0.059,-4.5,0.8,-3.7,-0.1,2017,10.25,28,PG,2016,1
Briante Weber,PG,25,TOT,18,237,10.1,0.527,0.256,.233,3.8,13.1,8.4,13.1,3.8,1.9,24,11.7,0,0.4,0.4,0.072,-4.1,2.8,-1.3,0,2018,13.166666666666666,28,PG,2016,2
Brice Johnson,PF,22,LAC,3,9,17.2,0.286,0,.000,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0,0,-0.165,-6.6,4.5,-2,0,2017,3,26,PF,2017,0
Brice Johnson,PF,23,TOT,18,98,18.2,0.486,0.024,.119,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0,0.2,0.2,0.082,-2.1,1.7,-0.4,0,2018,5.444444444444445,26,PF,2017,1
Brodric Thomas,SG,24,TOT,32,399,8,0.487,0.546,.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,-0.3,0.3,0.1,0.006,-4.7,0.1,-4.6,-0.3,2021,12.46875,24,SG,2021,0
Bruce Brown,SG,22,DET,74,1449,6.9,0.469,0.296,.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1,-3.3,-0.5,2019,19.58108108108108,24,PG,2019,0
Bruce Brown,PG,23,DET,58,1634,11.9,0.518,0.215,.266,4.2,15,9.5,20.4,1.9,1.5,16.7,16,0.7,1.4,2.1,0.062,-2,0.8,-1.2,0.3,2020,28.17241379310345,24,PG,2019,1
Bruce Brown,PG,24,BRK,65,1451,16.1,0.604,0.139,.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,0.144,-0.4,0.1,-0.3,0.6,2021,22.323076923076922,24,PG,2019,2
Bruno Caboclo,SF,19,TOR,8,23,-1.8,0.417,0.25,.000,5,5,5,0,0,3.5,25,31.5,-0.1,0,-0.1,-0.275,-11.5,-6.7,-18.2,-0.1,2015,2.875,25,PF,2015,0
Bruno Caboclo,SF,20,TOR,6,43,-7.7,0.125,0.583,.000,2.7,2.6,2.7,3.2,2.4,1.9,25,16.9,-0.3,0,-0.3,-0.283,-14,-3.6,-17.6,-0.2,2016,7.166666666666667,25,PF,2015,1
Bruno Caboclo,SF,21,TOR,9,40,14.6,0.438,0.375,.000,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0,0.1,0.1,0.083,0.2,0.8,1,0,2017,4.444444444444445,25,PF,2015,2
Bruno Caboclo,SF,22,TOT,12,107,7.4,0.386,0.548,.194,7.1,16.6,11.7,5,1.4,3.5,10.6,15.8,-0.1,0.1,0,-0.021,-4.8,-1,-5.8,-0.1,2018,8.916666666666666,25,PF,2015,3
Bruno Caboclo,PF,23,MEM,34,800,12.4,0.571,0.578,.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2,2019,23.529411764705884,25,PF,2015,4
Bruno Caboclo,C,24,TOT,30,244,14.1,0.484,0.371,.101,10,15.8,12.9,6.8,2.9,6.1,12.3,18,0,0.4,0.4,0.076,-3,0.9,-2.1,0,2020,8.133333333333333,25,PF,2015,5
Bruno Caboclo,PF,25,HOU,6,36,9,0.475,0.294,.118,8.5,34,20.7,4.7,0,5,18.3,25.8,-0.1,0,-0.1,-0.088,-8.5,-2.1,-10.6,-0.1,2021,6,25,PF,2015,6
Bruno Fernando,C,21,ATL,56,713,11.9,0.542,0.186,.256,10,20,15,9.9,1.2,2,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,2020,12.732142857142858,22,C,2020,0
Bruno Fernando,C,22,ATL,33,226,6.2,0.475,0.045,.500,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-0.019,-6,-1,-7,-0.3,2021,6.848484848484849,22,C,2020,1
Bryce Cotton,PG,22,UTA,15,159,14.5,0.52,0.29,.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,0.1,0.1,0.2,0.067,-0.6,-1.7,-2.2,0,2015,10.6,28,PG,2015,0
Bryce Cotton,PG,23,TOT,8,39,1.7,0.4,0.3,.000,0,0,0,10.8,3.7,0,33.3,16.5,-0.2,0,-0.1,-0.168,-7.7,-1,-8.8,-0.1,2016,4.875,28,PG,2015,1
Bryce Dejean-Jones,SG,23,NOP,14,279,9.6,0.505,0.464,.304,3.1,16.5,9.5,7.7,1.8,0.6,12.3,14.1,0,0.2,0.2,0.033,-2.5,0,-2.5,0,2016,19.928571428571427,28,SG,2016,0
Bryn Forbes,SG,23,SAS,36,285,5.9,0.462,0.535,.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.9,-1.5,-5.4,-0.2,2017,7.916666666666667,27,SG,2017,0
Bryn Forbes,SG,24,SAS,80,1517,9.1,0.525,0.459,.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4,2018,18.9625,27,SG,2017,1
Bryn Forbes,SG,25,SAS,82,2293,12,0.586,0.522,.099,0.9,10.4,5.7,10.6,1,0.1,8.8,17.4,2.5,1.3,3.8,0.079,-0.3,-0.9,-1.2,0.5,2019,27.963414634146343,27,SG,2017,2
Bryn Forbes,SG,26,SAS,63,1579,11.1,0.57,0.656,.155,0.8,7.8,4.3,9.5,1,0,8.4,18.5,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,2020,25.063492063492063,27,SG,2017,3
