player,pos,age,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,year,mpg,current_age,current_pos,min_year,year_in_league
Richaun Holmes,C,27,SAC,61,1782,20.2,0.669,0.019,.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,-0.3,0.3,1,2021,29.21311475409836,27,C,2016,5
Ricky Ledo,SG,21,DAL,11,33,12.7,0.506,0.471,.235,0,7,3.5,9.5,1.6,0,9.6,28.6,0,0,0,0.024,-1.4,-2.5,-3.9,0,2014,3,28,SG,2014,0
Ricky Ledo,SG,22,TOT,17,244,6.3,0.426,0.281,.229,7.4,9.7,8.5,13,1.3,0.3,19.7,24.8,-0.6,0,-0.6,-0.112,-4.3,-3.8,-8.1,-0.4,2015,14.352941176470589,28,SG,2014,1
RJ Barrett,SG,19,NYK,56,1704,10.7,0.479,0.271,.349,3,14.8,8.7,12.8,1.6,0.9,12.9,24,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1,2020,30.428571428571427,20,SG,2020,0
RJ Barrett,SG,20,NYK,72,2511,13.4,0.535,0.292,.260,3,14.8,8.9,13.8,1.1,0.8,10.5,23.4,0.9,3.1,4.1,0.078,-1,-0.5,-1.5,0.3,2021,34.875,20,SG,2020,1
Robbie Hummel,SF,24,MIN,53,655,9.6,0.492,0.503,.090,5.7,16.6,11,5,1.2,0.2,5.2,12.6,0.6,0.6,1.1,0.084,-1.6,-0.4,-2,0,2014,12.358490566037736,31,SF,2014,0
Robbie Hummel,SF,25,MIN,45,742,9.7,0.536,0.297,.169,4.6,16.4,10.3,5.6,1.1,1,8.9,12.1,0.7,0.1,0.8,0.05,-2.7,-1.4,-4.1,-0.4,2015,16.488888888888887,31,SF,2014,1
Robert Covington,SF,23,HOU,7,34,15,0.571,0.786,.000,6.9,9.3,8.2,0,2.9,0,6.7,19.3,0.1,0,0.1,0.122,1.5,-0.8,0.7,0,2014,4.857142857142857,30,PF,2014,0
Robert Covington,SF,24,PHI,70,1956,14.7,0.554,0.59,.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,1.6,2.3,4,0.097,0.3,0.4,0.7,1.3,2015,27.942857142857143,30,PF,2014,1
Robert Covington,SF,25,PHI,67,1903,13.2,0.543,0.677,.249,3.6,20.9,12,8.4,2.7,1.6,15.3,21.5,-0.1,2.1,2,0.05,-1.1,0.1,-0.9,0.5,2016,28.402985074626866,30,PF,2014,2
Robert Covington,SF,26,PHI,67,2119,13.2,0.534,0.563,.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0,3.2,3.1,0.071,-1.2,1.4,0.2,1.1,2017,31.62686567164179,30,PF,2014,3
Robert Covington,SF,27,PHI,80,2532,12.9,0.563,0.658,.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3,2018,31.65,30,PF,2014,4
Robert Covington,SF,28,TOT,35,1203,13.3,0.58,0.622,.246,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.1,-0.5,2.1,1.6,1.1,2019,34.371428571428574,30,PF,2014,5
Robert Covington,PF-C,29,TOT,70,2137,13.3,0.559,0.664,.172,3,20.2,11.4,5.9,2.5,3.7,11.7,17,0.7,3,3.7,0.083,-1.2,1.3,0,1.1,2020,30.52857142857143,30,PF,2014,6
Robert Covington,PF,30,POR,70,2243,11.2,0.553,0.699,.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.5,1.2,-0.3,1,2021,32.042857142857144,30,PF,2014,7
Robert Franks,PF,24,ORL,7,101,16.5,0.638,0.536,.464,6,8.5,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.158,0.4,-0.7,-0.3,0,2021,14.428571428571429,24,PF,2021,0
Robert Williams,C,21,BOS,32,283,18.8,0.703,0,.294,10.2,20.4,15.3,3.3,1.5,12.5,14.8,10.3,0.5,0.6,1.2,0.201,-1.7,3.4,1.8,0.3,2019,8.84375,23,C,2019,0
Robert Williams,C,22,BOS,29,388,23.1,0.728,0,.386,11.2,24,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1,2,0.253,0.8,4.3,5.1,0.7,2020,13.379310344827585,23,C,2019,1
Robert Williams,C,23,BOS,52,985,25.7,0.719,0.008,.283,14.9,25.6,20.2,14.2,2.1,8.6,15.2,15,3.4,1.9,5.3,0.258,3,3.1,6.1,2,2021,18.942307692307693,23,C,2019,2
Robert Woodard,SF,21,SAC,13,45,12.5,0.425,0.3,.400,9.7,30,19.7,6.3,0,5.6,4.1,23.4,0,0,0,-0.011,-2.6,-2.7,-5.4,0,2021,3.4615384615384617,21,SF,2021,0
Rodions Kurucs,SF,20,BRK,63,1294,11,0.545,0.41,.205,4.6,15.4,10,6,1.5,1.5,13.6,18.4,0.1,1.5,1.6,0.059,-2.9,0.3,-2.6,-0.2,2019,20.53968253968254,22,SF-PF,2019,0
Rodions Kurucs,PF,21,BRK,47,684,8.9,0.555,0.508,.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.055,-3.6,0.8,-2.8,-0.1,2020,14.553191489361701,22,SF-PF,2019,1
Rodions Kurucs,SF-PF,22,TOT,21,125,6.3,0.459,0.656,.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,-0.3,0.2,-0.1,-0.041,-7,2.5,-4.6,-0.1,2021,5.9523809523809526,22,SF-PF,2019,2
Rodney Hood,SG,22,UTA,50,1064,12.3,0.529,0.455,.214,1,11.7,6.4,13.2,1.5,0.9,9.9,19.6,1.3,0.9,2.2,0.098,-1,0.3,-0.7,0.3,2015,21.28,28,SF,2015,0
Rodney Hood,SG,23,UTA,79,2541,14.1,0.542,0.462,.206,1.8,10.5,6.1,14.4,1.5,0.5,10.5,21.5,3.4,2.5,6,0.112,0.7,0,0.7,1.7,2016,32.164556962025316,28,SF,2015,1
Rodney Hood,SG,24,UTA,59,1593,12.4,0.522,0.461,.173,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,0.7,1.9,2.6,0.078,-0.6,-0.3,-0.9,0.4,2017,27,28,SF,2015,2
Rodney Hood,SG,25,TOT,60,1616,14.3,0.546,0.443,.172,1.6,9.9,5.8,9.7,1.4,0.6,8,24.3,1.2,1.5,2.7,0.081,0.8,-0.9,-0.1,0.8,2018,26.933333333333334,28,SF,2015,3
Rodney Hood,SG,26,TOT,72,1893,12.3,0.545,0.352,.231,1.4,7.9,4.6,10,1.5,0.5,6.9,18.1,2.1,0.5,2.6,0.065,-1.2,-0.8,-2,0,2019,26.291666666666668,28,SF,2015,4
Rodney Hood,SF,27,POR,21,619,12.2,0.625,0.413,.157,1.7,10.4,6.1,7,1.3,0.6,9.4,13.9,0.9,0.2,1.1,0.084,-0.4,-0.5,-0.9,0.2,2020,29.476190476190474,28,SF,2015,5
Rodney Hood,SF,28,TOT,55,942,5.6,0.452,0.435,.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,-0.7,0.3,-0.4,-0.019,-5.3,-1.8,-7.1,-1.2,2021,17.12727272727273,28,SF,2015,6
Rodney McGruder,SG,25,MIA,78,1966,9.1,0.506,0.478,.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-1.8,-0.1,-1.9,0,2017,25.205128205128204,29,SG,2017,0
Rodney McGruder,SG,26,MIA,18,299,12,0.595,0.479,.110,4.1,8.3,6.2,8.4,1.3,0.9,5,12.1,0.5,0.3,0.8,0.125,-1,-0.4,-1.4,0.1,2018,16.61111111111111,29,SG,2017,1
Rodney McGruder,SG,27,MIA,66,1550,9.4,0.51,0.488,.156,4.1,12.2,8.2,10.3,1.1,0.7,11.5,15.4,0.4,1.6,1.9,0.059,-2.2,-0.1,-2.3,-0.1,2019,23.484848484848484,29,SG,2017,2
Rodney McGruder,SG,28,LAC,56,871,6.7,0.477,0.492,.188,3.6,14.2,9,5.3,1.4,0.8,10.9,10.6,-0.1,1.1,1,0.055,-3.7,0.8,-3,-0.2,2020,15.553571428571429,29,SG,2017,3
Rodney McGruder,SG,29,DET,16,194,16.1,0.619,0.343,.114,4.5,8.1,6.3,13.6,2,0.4,8.7,18.1,0.3,0.2,0.5,0.121,0.9,-0.2,0.7,0.1,2021,12.125,29,SG,2017,4
Rodney Purvis,SG,23,ORL,16,290,4.5,0.423,0.486,.140,0.4,9.9,5.1,8.5,0.5,0.8,8.1,18.7,-0.4,0.1,-0.3,-0.056,-6.1,-2.1,-8.2,-0.5,2018,18.125,26,SG,2018,0
Romeo Langford,SG,20,BOS,32,370,5.4,0.434,0.338,.313,4.4,7.4,5.9,4.5,1,2,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,2020,11.5625,21,SG,2020,0
Romeo Langford,SG,21,BOS,18,283,5.1,0.436,0.305,.203,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,-0.2,0.2,0,0.003,-4.9,0,-5,-0.2,2021,15.722222222222221,21,SG,2020,1
Ron Baker,SG,23,NYK,52,857,7.5,0.456,0.396,.198,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6,2017,16.48076923076923,27,SG,2017,0
Ron Baker,SG,24,NYK,29,385,9.3,0.504,0.559,.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2,2018,13.275862068965518,27,SG,2017,1
Ron Baker,SG,25,TOT,15,152,2.5,0.309,0.65,.300,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,-0.2,0.1,-0.1,-0.034,-7.7,0.7,-7,-0.2,2019,10.133333333333333,27,SG,2017,2
Rondae Hollis-Jefferson,SF,21,BRK,29,615,14.2,0.519,0.101,.377,7,21.4,14.1,10.1,3.2,2.1,13.9,13.5,0.5,0.7,1.2,0.094,-1.4,2.2,0.8,0.4,2016,21.20689655172414,26,PF,2016,0
Rondae Hollis-Jefferson,SF,22,BRK,78,1761,13.7,0.517,0.124,.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.2,0.9,-1.3,0.3,2017,22.576923076923077,26,PF,2016,1
Rondae Hollis-Jefferson,SF,23,BRK,68,1920,16.9,0.548,0.075,.436,5.5,20,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2,4.1,0.103,-0.3,0.4,0.1,1,2018,28.235294117647058,26,PF,2016,2
Rondae Hollis-Jefferson,SF,24,BRK,59,1234,12.5,0.464,0.101,.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,-0.5,1.7,1.2,0.047,-3,0.4,-2.6,-0.2,2019,20.915254237288135,26,PF,2016,3
Rondae Hollis-Jefferson,PF,25,TOR,60,1122,15.1,0.533,0.07,.435,10.6,15.9,13.3,13.6,2,2,13.1,17.2,1.4,2,3.4,0.146,-1.2,1.5,0.3,0.6,2020,18.7,26,PF,2016,4
Rondae Hollis-Jefferson,PF,26,POR,11,107,14.4,0.539,0.056,.889,10.7,15.4,13,15.7,0.9,3.4,7.4,10.9,0.3,0.1,0.3,0.147,-1.4,0.8,-0.6,0,2021,9.727272727272727,26,PF,2016,5
Royce O'Neale,SF,24,UTA,69,1150,10.8,0.54,0.415,.268,2.5,20.6,11.7,12,1.6,1.2,14.8,14.6,0.5,1.8,2.4,0.099,-2,1.8,-0.2,0.5,2018,16.666666666666668,27,SF,2018,0
Royce O'Neale,SF,25,UTA,82,1671,9,0.589,0.513,.122,1.5,16.7,9.2,10,1.5,1.1,16.2,11,0.7,2.5,3.3,0.094,-2.6,2.1,-0.5,0.6,2019,20.378048780487806,27,SF,2018,1
Royce O'Neale,SF,26,UTA,71,2049,9.5,0.578,0.668,.151,1.5,18.8,10.4,11.6,1.4,1.3,13.5,9.6,1.8,2.5,4.3,0.101,-1.3,2.2,0.9,1.5,2020,28.859154929577464,27,SF,2018,2
Royce O'Neale,SF,27,UTA,71,2241,9.9,0.599,0.706,.117,4.4,18,11.5,10.4,1.2,1.2,16.7,9.6,2.3,3.3,5.6,0.121,-1.3,1.7,0.4,1.4,2021,31.56338028169014,27,SF,2018,3
Royce White,PF,22,SAC,3,9,-8.3,0,0,.000,0,0,0,0,0,0,0,4.9,0,0,0,-0.121,-12.5,-4.5,-16.9,0,2014,3,29,PF,2014,0
Rudy Gobert,C,21,UTA,45,434,12.9,0.507,0,.878,13.1,28.5,20.6,2.4,1,7.4,23.8,14.2,-0.2,0.6,0.4,0.045,-3.6,0.9,-2.7,-0.1,2014,9.644444444444444,28,C,2014,0
Rudy Gobert,C,22,UTA,82,2158,21.6,0.627,0.005,.639,14.3,27.2,20.7,8.2,1.6,7,16.9,14,5,4.3,9.3,0.206,1.7,2.5,4.2,3.4,2015,26.317073170731707,28,C,2014,1
Rudy Gobert,C,23,UTA,61,1932,17.5,0.582,0,.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,2.6,3.8,6.4,0.16,0,2.2,2.2,2,2016,31.672131147540984,28,C,2014,2
Rudy Gobert,C,24,UTA,81,2744,23.3,0.681,0.002,.762,13.6,29.5,21.8,5.7,0.9,6.4,15,16.7,8.3,6,14.3,0.25,2.2,2.2,4.4,4.4,2017,33.876543209876544,28,C,2014,3
Rudy Gobert,C,25,UTA,56,1816,20.7,0.657,0,.673,10.4,27,18.8,6.9,1.2,6,15.7,16.9,4.2,3.9,8.1,0.214,0.9,2.5,3.4,2.5,2018,32.42857142857143,28,C,2014,4
Rudy Gobert,C,26,UTA,81,2577,24.6,0.682,0,.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,3,2.5,5.4,4.8,2019,31.814814814814813,28,C,2014,5
Rudy Gobert,C,27,UTA,68,2333,21.7,0.699,0,.724,11.2,31.3,21.6,6.5,1.1,4.8,15,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,2020,34.30882352941177,28,C,2014,6
Rudy Gobert,C,28,UTA,71,2187,23.5,0.683,0.007,.646,12.2,33.5,23.3,6,0.9,7,13.7,17,6.1,5.2,11.3,0.248,2,2.5,4.5,3.6,2021,30.802816901408452,28,C,2014,7
Rui Hachimura,PF,21,WAS,48,1444,13.5,0.535,0.16,.257,5.7,17,11.1,8.8,1.2,0.5,8,19,1.3,0.5,1.8,0.06,-1.2,-2,-3.2,-0.4,2020,30.083333333333332,22,PF,2020,0
Rui Hachimura,PF,22,WAS,57,1797,11.4,0.549,0.211,.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2,-1.4,-3.5,-0.7,2021,31.526315789473685,22,PF,2020,1
Russ Smith,PG,23,TOT,12,65,5.2,0.488,0.44,.520,1.8,8.7,5.3,19.4,2.4,0,28.1,30.1,-0.2,0.1,-0.1,-0.094,-7.6,-1.2,-8.8,-0.1,2015,5.416666666666667,29,PG,2015,0
Russ Smith,PG,24,MEM,15,66,10.5,0.415,0.227,.591,1.7,14.4,7.8,25.4,3.9,1.4,20.2,23.6,-0.1,0.1,-0.1,-0.041,-2.9,1.4,-1.4,0,2016,4.4,29,PG,2015,1
Ryan Arcidiacono,PG,23,CHI,24,304,7.3,0.55,0.756,.146,0.3,8.8,4.4,15.5,2.1,0,23,8.1,0.1,0.2,0.3,0.04,-4.7,0.6,-4.1,-0.2,2018,12.666666666666666,26,PG,2018,0
Ryan Arcidiacono,PG,24,CHI,81,1961,11.6,0.588,0.519,.244,1.5,10.8,6.1,18.9,1.6,0.2,12,11.7,2.8,0.9,3.7,0.09,-2,0.1,-1.9,0.1,2019,24.209876543209877,26,PG,2018,1
Ryan Arcidiacono,PG,25,CHI,58,930,9,0.551,0.627,.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.071,-2.7,-0.1,-2.8,-0.2,2020,16.03448275862069,26,PG,2018,2
Ryan Arcidiacono,PG,26,CHI,44,450,9.8,0.541,0.573,.171,1.2,15.1,8.3,16.3,1,0,7.4,13.1,0.5,0.4,0.9,0.093,-2.7,0.2,-2.5,-0.1,2021,10.227272727272727,26,PG,2018,3
Ryan Broekhoff,SG,28,DAL,42,453,10.7,0.621,0.738,.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.5,-0.5,-1,0.1,2019,10.785714285714286,30,SF,2019,0
Ryan Broekhoff,SF,29,DAL,17,180,13.1,0.568,0.864,.136,3,21.9,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.109,0.4,0.3,0.7,0.1,2020,10.588235294117647,30,SF,2019,1
Ryan Gomes,SF,31,OKC,5,34,0.2,0.375,0.25,.000,0,12.7,6.6,4.1,0,0,11.1,11.7,-0.1,0,0,-0.039,-7.5,-1.3,-8.8,-0.1,2014,6.8,38,SF,2014,0
Ryan Kelly,PF,22,LAL,59,1312,12.6,0.548,0.383,.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,1.5,0.7,2.2,0.081,-1.4,-0.1,-1.5,0.2,2014,22.23728813559322,29,PF,2014,0
Ryan Kelly,PF,23,LAL,52,1233,8.6,0.473,0.434,.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14,0.4,0.3,0.7,0.027,-3,-0.3,-3.3,-0.4,2015,23.71153846153846,29,PF,2014,1
Ryan Kelly,PF,24,LAL,36,470,10.3,0.44,0.248,.362,4.6,23.7,13.8,6.9,1.4,1.7,9.4,17.9,-0.3,0.3,0.1,0.005,-2.9,-0.6,-3.5,-0.2,2016,13.055555555555555,29,PF,2014,2
Ryan Kelly,PF,25,ATL,16,110,7.8,0.408,0.357,.214,1,16.7,9,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.029,-4.6,1.4,-3.1,0,2017,6.875,29,PF,2014,3
Saben Lee,PG,21,DET,48,781,13.8,0.536,0.11,.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,0.7,0.8,1.5,0.091,-2.2,0.3,-1.9,0,2021,16.270833333333332,21,PG,2021,0
Saddiq Bey,SF,21,DET,70,1909,12.6,0.567,0.666,.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,1.6,1.7,3.3,0.082,0.3,-1.1,-0.8,0.6,2021,27.271428571428572,21,SF,2021,0
Salah Mejri,C,29,DAL,34,397,16.8,0.636,0.013,.590,11.4,22.6,17,3.9,1,7.6,19,14,0.6,0.7,1.3,0.156,-1.6,1.8,0.2,0.2,2016,11.676470588235293,34,C,2016,0
Salah Mejri,C,30,DAL,73,905,14.8,0.65,0.022,.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,1.3,1.7,3,0.159,-3,2.3,-0.7,0.3,2017,12.397260273972602,34,C,2016,1
Salah Mejri,C,31,DAL,61,729,17.8,0.644,0.022,.482,12.5,25.4,18.7,7.2,1.5,8.2,19,12.8,1.3,1.3,2.7,0.175,-2,2.8,0.7,0.5,2018,11.950819672131148,34,C,2016,2
Salah Mejri,C,32,DAL,36,399,16.1,0.559,0.304,.286,9.7,25.3,17.6,13.2,1.2,5.5,14.3,15.8,0.5,0.6,1.1,0.136,-1.1,1.9,0.8,0.3,2019,11.083333333333334,34,C,2016,3
Sam Dekker,PF,21,HOU,3,6,10.8,NA,NA,,0,18.5,9.2,0,8.2,0,NA,0,0,0,0,0.116,-2.8,5.1,2.2,0,2016,2,26,PF,2016,0
Sam Dekker,PF,22,HOU,77,1419,13.1,0.549,0.436,.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,1.9,1.2,3.1,0.104,0.3,-0.6,-0.2,0.6,2017,18.428571428571427,26,PF,2016,1
Sam Dekker,PF,23,LAC,73,883,11.5,0.534,0.232,.216,5.6,16,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,0.066,-2.3,-0.6,-2.9,-0.2,2018,12.095890410958905,26,PF,2016,2
Sam Dekker,PF,24,TOT,47,788,13.3,0.519,0.242,.180,7.2,13.5,10.2,8.3,2.3,0.7,8,16.2,0.6,0.5,1,0.064,-1,-0.7,-1.8,0.1,2019,16.76595744680851,26,PF,2016,3
Sam Merrill,SG,24,MIL,30,233,11.9,0.603,0.653,.056,2.8,10.4,6.8,11.4,1.6,0.4,11.9,15,0.3,0.2,0.5,0.102,-0.6,-0.8,-1.4,0,2021,7.766666666666667,24,SG,2021,0
Sasha Kaun,C,30,CLE,25,95,12.5,0.527,0,.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0,0.2,0.2,0.096,-3.3,0.5,-2.8,0,2016,3.8,35,C,2016,0
Sasha Vujačić,SG,29,LAC,2,10,1.5,0.5,0.4,.000,0,32.2,16.7,0,5,0,37.5,35.3,-0.1,0,-0.1,-0.289,-12.3,-0.1,-12.4,0,2014,5,36,SG,2014,0
Sasha Vujačić,SG,31,NYK,61,908,11.1,0.503,0.516,.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,0.3,0.8,1.1,0.06,-1.5,0.3,-1.2,0.2,2016,14.885245901639344,36,SG,2014,2
Sasha Vujačić,SG,32,NYK,42,408,8.6,0.423,0.544,.176,3.2,12.4,7.8,17.9,1.6,0.4,9.8,17.3,-0.1,0.2,0.1,0.014,-2.7,-0.5,-3.2,-0.1,2017,9.714285714285714,36,SG,2014,3
Scotty Hopson,SG,24,CLE,2,7,-6.5,0.102,0.5,.500,0,0,0,18.8,7.4,0,0,31.1,-0.1,0,-0.1,-0.412,-17.4,-3.3,-20.7,0,2014,3.5,31,SG,2014,0
Scotty Hopson,SG,28,DAL,1,8,-4.6,0.266,0,2.000,0,0,0,15.8,0,0,34.7,16.3,0,0,0,-0.238,-9.2,-4.7,-14,0,2018,8,31,SG,2014,4
Sean Kilpatrick,SG,25,MIN,4,72,10,0.506,0.65,.200,1.5,8.2,4.8,8.5,2.1,0,8.4,14.6,0.1,0,0.1,0.033,-1.4,-0.9,-2.2,0,2015,18,31,SG,2015,0
Sean Kilpatrick,SG,26,TOT,31,616,15.6,0.576,0.422,.248,2.1,8.2,5.1,8,1,0.3,9.4,23.8,1,0,1,0.076,1,-3.1,-2.2,0,2016,19.870967741935484,31,SG,2015,1
Sean Kilpatrick,SG,27,BRK,70,1754,13.1,0.546,0.419,.329,1.3,15.4,8.4,14.6,1.2,0.3,13.8,23.8,0.4,1.1,1.4,0.04,-0.9,-1.4,-2.3,-0.1,2017,25.057142857142857,31,SG,2015,2
Sean Kilpatrick,SG,28,TOT,52,640,11.6,0.507,0.49,.245,0.8,14.2,7.5,11.3,1,0.7,10.4,24.9,-0.2,0.3,0.1,0.008,-1.1,-1.7,-2.8,-0.1,2018,12.307692307692308,31,SG,2015,3
Sean McDermott,SF,24,MEM,18,158,7.2,0.534,0.667,.242,4,8.8,6.4,3.1,0.6,1.7,9.9,10.8,0.1,0.1,0.2,0.05,-3.3,-1.8,-5.1,-0.1,2021,8.777777777777779,24,SF,2021,0
Sekou Doumbouya,PF,19,DET,38,754,6.2,0.474,0.415,.195,3,14.9,8.9,3.6,1.3,0.9,12,16.9,-0.8,0.5,-0.3,-0.02,-5.3,-1.4,-6.7,-0.9,2020,19.842105263157894,20,PF,2020,0
Sekou Doumbouya,PF,20,DET,56,869,6.9,0.459,0.408,.227,4.9,13.5,9.2,8,1.4,0.9,12.4,17.8,-0.9,0.7,-0.2,-0.012,-5.4,-1.7,-7,-1.1,2021,15.517857142857142,20,PF,2020,1
Semaj Christon,PG,24,OKC,64,973,5.7,0.387,0.283,.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,-0.7,0.8,0.1,0.006,-4.8,-0.3,-5.1,-0.8,2017,15.203125,28,PG,2017,0
Semi Ojeleye,PF,23,BOS,73,1150,4.6,0.473,0.665,.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9,-0.2,1.3,1.2,0.048,-4.6,-0.1,-4.7,-0.8,2018,15.753424657534246,26,PF,2018,0
Semi Ojeleye,PF,24,BOS,56,594,8.5,0.531,0.563,.247,4.3,11.2,7.7,5.1,0.8,0.6,9.8,14.1,0.2,0.5,0.7,0.057,-2.8,-1.2,-4,-0.3,2019,10.607142857142858,26,PF,2018,1
Semi Ojeleye,PF,25,BOS,69,1011,7.7,0.562,0.648,.163,2.8,12.5,7.7,4.7,1,0.5,8.3,9.7,0.8,1,1.9,0.088,-2.1,0.4,-1.7,0.1,2020,14.652173913043478,26,PF,2018,2
Semi Ojeleye,PF,26,BOS,56,950,8.3,0.553,0.715,.145,3.6,13.7,8.6,5.1,0.9,0,8.2,11.6,0.7,0.6,1.2,0.063,-1.5,-1.2,-2.7,-0.2,2021,16.964285714285715,26,PF,2018,3
Sergey Karasev,SF,20,CLE,22,156,2.3,0.47,0.543,.286,0,11.8,5.8,5.6,1,0.5,21.8,14.4,-0.2,0.1,-0.1,-0.041,-7.5,-0.9,-8.4,-0.3,2014,7.090909090909091,27,SF,2014,0
Sergey Karasev,SG,21,BRK,33,555,10.5,0.508,0.403,.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,0.3,0.4,0.7,0.061,-2.1,0.5,-1.7,0,2015,16.818181818181817,27,SF,2014,1
Sergey Karasev,SF,22,BRK,40,399,8.5,0.562,0.5,.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,0.2,0.1,0.3,0.031,-2.3,-1.4,-3.8,-0.2,2016,9.975,27,SF,2014,2
Sergio Rodríguez,PG,30,PHI,68,1518,11.1,0.484,0.47,.050,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,-0.3,1,0.7,0.023,-1.2,-1.6,-2.7,-0.3,2017,22.323529411764707,34,PG,2017,0
Seth Curry,PG,23,TOT,2,13,13.8,0.5,0.333,.000,0,8.8,4.3,0,7.9,0,0,10.3,0,0,0,0.131,-2.5,7.1,4.7,0,2014,6.5,30,SG,2014,0
Seth Curry,PG,24,PHO,2,8,-11.4,0,0.333,.000,0,27.7,13.7,15.6,0,0,0,16.5,-0.1,0,0,-0.298,-20.1,-3,-23.1,0,2015,4,30,SG,2014,1
Seth Curry,PG,25,SAC,44,692,13.8,0.603,0.496,.241,1.4,7.9,4.7,14.2,1.5,0.4,12.7,17.4,1.2,0.2,1.4,0.097,0.7,-0.9,-0.2,0.3,2016,15.727272727272727,30,SG,2014,2
Seth Curry,PG,26,DAL,70,2029,15.5,0.601,0.458,.142,1.4,9.3,5.1,16,2,0.3,11,19.5,2.9,1.7,4.6,0.11,0.8,0.4,1.2,1.7,2017,28.985714285714284,30,SG,2014,3
Seth Curry,SG,28,POR,74,1399,11.4,0.595,0.54,.112,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,0.082,-0.4,-0.7,-1,0.3,2019,18.905405405405407,30,SG,2014,5
Seth Curry,SG,29,DAL,64,1576,15.5,0.643,0.559,.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,2020,24.625,30,SG,2014,6
Seth Curry,SG,30,PHI,57,1638,12.9,0.607,0.507,.139,0.7,8.3,4.6,13.6,1.3,0.4,10,17.1,2.3,1.7,4,0.118,-0.1,-0.8,-0.9,0.5,2021,28.736842105263158,30,SG,2014,7
