bbref_id,height,weight
/cbb/players/justin-lewis-1.html,78.515625,235
/cbb/players/jose-perez-1.html,76.5625,210
/cbb/players/symir-torrence-1.html,74.21875,200
/cbb/players/donta-scott-1.html,78.515625,225
/cbb/players/jairus-hamilton-1.html,79.296875,234
/cbb/players/eric-ayala-1.html,76.5625,195
/cbb/players/hakim-hart-1.html,77.34375,200
/cbb/players/galin-smith-1.html,80.46875,240
/cbb/players/aaron-wiggins-1.html,77.34375,200
/cbb/players/darryl-morsell-1.html,76.5625,200
/cbb/players/aquan-smart-1.html,74.21875,200
/cbb/players/tre-mitchell-1.html,80.46875,240
/cbb/players/ronnie-degrayiii-1.html,78.515625,220
/cbb/players/noah-fernandes-1.html,70.3125,175
/cbb/players/cairo-mccrory-1.html,76.5625,190
/cbb/players/javohn-garcia-1.html,73.4375,180
/cbb/players/carl-pierre-1.html,75.390625,190
/cbb/players/tj-weeks-1.html,75.390625,185
/cbb/players/mark-gasperini-1.html,81.25,255
/cbb/players/dibaji-walker-1.html,80.46875,200
/cbb/players/deandre-williams-1.html,80.46875,190
/cbb/players/lester-quinones-1.html,76.5625,205
/cbb/players/landers-nolleyii-1.html,78.515625,220
/cbb/players/alex-lomax-1.html,71.484375,190
/cbb/players/boogie-ellis-1.html,74.21875,180
/cbb/players/malcolm-dandridge-1.html,80.46875,232
/cbb/players/moussa-cisse-1.html,81.25,220
/cbb/players/dj-jeffries-1.html,78.515625,215
/cbb/players/damion-baugh-1.html,74.21875,185
/cbb/players/jayden-hardaway-1.html,76.5625,195
/cbb/players/matt-cross-1.html,78.515625,225
/cbb/players/isaiah-wong-1.html,74.21875,180
/cbb/players/nysier-brooks-1.html,83.203125,240
/cbb/players/kameron-mcgusty-1.html,76.5625,190
/cbb/players/earl-timberlake-1.html,77.34375,215
/cbb/players/elijah-olaniyi-1.html,76.5625,205
/cbb/players/anthony-walker-7.html,80.46875,210
/cbb/players/deng-gak-1.html,82.421875,220
/cbb/players/harlond-beverly-1.html,76.5625,185
/cbb/players/willie-herenton-1.html,73.4375,180
/cbb/players/austin-davis-1.html,81.25,250
/cbb/players/hunter-dickinson-1.html,84.375,255
/cbb/players/brandon-johnsjr-1.html,79.296875,240
/cbb/players/chaundee-brown-1.html,76.5625,215
/cbb/players/isaiah-livers-1.html,78.515625,230
/cbb/players/franz-wagner-1.html,80.46875,220
/cbb/players/eli-brooks-1.html,72.265625,185
/cbb/players/mike-smith-9.html,70.3125,185
/cbb/players/terrance-williamsii-1.html,78.515625,240
/cbb/players/thomas-kithier-1.html,79.296875,230
/cbb/players/gabe-brown-2.html,78.515625,210
/cbb/players/julius-marble-2.html,79.296875,225
/cbb/players/joey-hauser-1.html,80.46875,220
/cbb/players/malik-hall-1.html,78.515625,215
/cbb/players/marcus-bingham-1.html,82.421875,225
/cbb/players/aaron-henry-1.html,77.34375,210
/cbb/players/foster-loyer-1.html,71.484375,175
/cbb/players/joshua-langford-1.html,76.5625,200
/cbb/players/mark-watts-1.html,73.4375,185
/cbb/players/aj-hoggard-1.html,74.21875,220
/cbb/players/brandon-johnson-56.html,79.296875,220
/cbb/players/liam-robbins-1.html,83.203125,235
/cbb/players/marcus-carr-2.html,73.4375,195
/cbb/players/both-gach-1.html,77.34375,185
/cbb/players/eric-curry-1.html,80.46875,240
/cbb/players/tre-williams-1.html,76.5625,195
/cbb/players/gabe-kalscheur-1.html,75.390625,200
/cbb/players/jamal-mashburnjr-1.html,73.4375,175
/cbb/players/isaiah-ihnen-1.html,80.46875,210
/cbb/players/romello-white-1.html,79.296875,235
/cbb/players/sammy-hunter-2.html,80.46875,225
/cbb/players/kj-buffen-1.html,78.515625,230
/cbb/players/robert-allen-4.html,79.296875,230
/cbb/players/luis-rodriguez-1.html,77.34375,210
/cbb/players/devontae-shuler-1.html,73.4375,185
/cbb/players/jarkell-joiner-1.html,72.265625,180
/cbb/players/khadim-sy-1.html,81.25,238
/cbb/players/austin-crowley-1.html,76.5625,195
/cbb/players/matthew-murrell-1.html,75.390625,200
/cbb/players/tolu-smith-1.html,81.25,245
/cbb/players/abdul-ado-1.html,82.421875,255
/cbb/players/derek-fountain-1.html,80.46875,210
/cbb/players/iverson-molinar-1.html,74.21875,190
/cbb/players/jalen-johnson-2.html,77.34375,210
/cbb/players/dj-stewart-1.html,77.34375,205
/cbb/players/quinten-post-1.html,83.203125,240
/cbb/players/cameron-matthews-1.html,78.515625,220
/cbb/players/javian-davis-fleming-1.html,80.46875,242
/cbb/players/deivon-smith-1.html,72.265625,165
/cbb/players/parker-braun-1.html,79.296875,217
/cbb/players/jeremiah-tilmon-1.html,81.25,260
/cbb/players/dru-smith-1.html,74.21875,203
/cbb/players/javon-pickett-1.html,76.5625,220
/cbb/players/mitchell-smith-1.html,81.25,221
/cbb/players/kobe-brown-1.html,78.515625,240
/cbb/players/xavier-pinson-1.html,73.4375,170
/cbb/players/mark-smith-5.html,76.5625,220
/cbb/players/torrence-watson-1.html,76.5625,205
/cbb/players/drew-buggs-1.html,74.21875,195
/cbb/players/eduardo-andre-1.html,81.25,228
/cbb/players/derrick-walker-1.html,79.296875,232
/cbb/players/teddy-allen-1.html,77.34375,223
/cbb/players/trevor-lakes-1.html,78.515625,215
/cbb/players/shamiel-stevenson-1.html,77.34375,245
/cbb/players/lat-mayen-1.html,80.46875,205
/cbb/players/kobe-webster-1.html,71.484375,172
/cbb/players/dalano-banton-1.html,80.46875,204
/cbb/players/trey-mcgowens-1.html,75.390625,191
/cbb/players/thorir-thorbjarnarson-1.html,77.34375,202
/cbb/players/yvan-ouedraogo-1.html,80.46875,245
/cbb/players/manny-bates-1.html,82.421875,230
/cbb/players/dj-funderburk-1.html,81.25,225
/cbb/players/braxton-beverly-1.html,71.484375,185
/cbb/players/devon-daniels-1.html,76.5625,200
/cbb/players/jericole-hellems-1.html,78.515625,205
/cbb/players/dereon-seabron-1.html,78.515625,180
/cbb/players/shakeel-moore-1.html,72.265625,180
/cbb/players/cam-hayes-1.html,74.21875,175
/cbb/players/thomas-allen-1.html,72.265625,180
/cbb/players/armando-bacot-1.html,81.25,240
/cbb/players/kerwin-walton-1.html,76.5625,205
/cbb/players/walker-kessler-1.html,84.375,245
/cbb/players/andrew-platek-1.html,75.390625,205
/cbb/players/dayron-sharpe-1.html,82.421875,265
/cbb/players/garrison-brooks-1.html,81.25,240
/cbb/players/anthony-harris-10.html,75.390625,196
/cbb/players/rj-davis-1.html,71.484375,160
/cbb/players/rechon-black-1.html,79.296875,195
/cbb/players/caleb-love-1.html,75.390625,195
/cbb/players/ryan-young-2.html,81.25,245
/cbb/players/ryan-greer-1.html,73.4375,190
/cbb/players/pete-nance-1.html,81.25,225
/cbb/players/robbie-beran-1.html,80.46875,215
/cbb/players/ty-berry-1.html,73.4375,190
/cbb/players/anthony-gaines-2.html,75.390625,210
/cbb/players/miller-kopp-1.html,78.515625,215
/cbb/players/boo-buie-1.html,73.4375,180
/cbb/players/chase-audige-1.html,75.390625,200
/cbb/players/nikola-djogo-1.html,79.296875,230
/cbb/players/nate-laszewski-1.html,81.25,227
/cbb/players/juwan-durham-1.html,82.421875,231
/cbb/players/trey-wertz-1.html,76.5625,195
/cbb/players/dane-goodwin-1.html,77.34375,200
/cbb/players/cormac-ryan-1.html,76.5625,195
/cbb/players/prentiss-hubb-1.html,74.21875,175
/cbb/players/justin-ahrens-1.html,77.34375,195
/cbb/players/kyle-young-3.html,79.296875,225
/cbb/players/zed-key-1.html,79.296875,245
/cbb/players/justice-sueing-2.html,78.515625,215
/cbb/players/ej-liddell-1.html,78.515625,240
/cbb/players/seth-towns-1.html,79.296875,230
/cbb/players/duane-washingtonjr-1.html,74.21875,210
/cbb/players/cj-walker-2.html,72.265625,195
/cbb/players/musa-jallow-1.html,76.5625,210
/cbb/players/eugene-browniii-1.html,77.34375,195
/cbb/players/austin-reaves-1.html,76.5625,206
/cbb/players/devion-harmon-1.html,73.4375,198
/cbb/players/umoja-gibson-1.html,72.265625,176
/cbb/players/kur-kuath-1.html,81.25,220
/cbb/players/brady-manek-1.html,80.46875,231
