player,class,season,pos,school,conf,g,mp,fg,fga,fgpercent,x2p,x2pa,x3p,x3pa,x3ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,pprod,ortg,drtg,ows,dws,ws,obpm,dbpm,bpm,player_link,school_link,conf_link,season_link
Rich Kelly,SR,2020-21,G,Boston College,ACC,16,406,61,143,0.427,29,57,32,86,0.372,22,27,0.815,4,23,27,38,15,1,31,34,176,15.2,0.565,0.538,1.1,6.8,3.8,19.9,2.1,0.3,16.6,22.8,169,105.2,114.4,0.7,0,0.7,1.9,-0.7,1.2,/cbb/players/rich-kelly-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Steffon Mitchell,SR,2020-21,F,Boston College,ACC,16,521,49,106,0.462,34,55,15,51,0.294,33,52,0.635,32,84,116,24,22,16,21,35,146,16.6,0.559,0.533,6.7,19.2,12.7,8.7,2.4,3.2,13.8,14.4,154,113.4,108.3,0.9,0.3,1.3,2.2,1.3,3.6,/cbb/players/steffon-mitchell-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
CJ Felder,SO,2020-21,F,Boston College,ACC,19,528,67,146,0.459,45,76,22,70,0.314,28,45,0.622,26,87,113,17,19,41,28,49,184,17.9,0.55,0.534,5.4,19.7,12.2,6.5,2,8.1,14.3,18.3,176,105,105.9,0.7,0.5,1.2,1.4,2.2,3.6,/cbb/players/cj-felder-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Wynston Tabbs,SO,2020-21,G,Boston College,ACC,12,326,53,130,0.408,26,62,27,68,0.397,27,34,0.794,3,29,32,21,5,1,32,30,160,13.1,0.547,0.512,1,10.6,5.6,14,0.9,0.3,18,27.1,146,97.5,115.8,0.3,0,0.3,1,-2.2,-1.2,/cbb/players/wynston-tabbs-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jay Heath,SO,2020-21,G,Boston College,ACC,19,642,103,250,0.412,61,130,42,120,0.35,28,36,0.778,13,46,59,34,16,2,40,32,276,13.5,0.517,0.496,2.2,8.5,5.3,11.5,1.4,0.3,13,23.7,255,99.4,115.4,0.7,0,0.7,1.4,-1.7,-0.3,/cbb/players/jay-heath-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
James Karnik,SR,2020-21,C,Boston College,ACC,14,283,36,82,0.439,32,67,4,15,0.267,19,25,0.76,32,43,75,9,7,8,17,31,95,15.8,0.506,0.463,12.4,18.1,15.2,6.4,1.4,2.9,15.3,19.4,103,103.6,110.7,0.4,0.1,0.5,0.5,-1,-0.5,/cbb/players/james-karnik-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
DeMarr Langford Jr.,FR,2020-21,G,Boston College,ACC,18,457,39,95,0.411,35,78,4,17,0.235,39,52,0.75,27,49,76,25,20,0,35,24,121,11.5,0.505,0.432,6.5,12.8,9.5,10.2,2.4,0,22.6,16.8,134,95.4,112,0.2,0.1,0.4,-0.9,0.1,-0.7,/cbb/players/demarr-langfordjr-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Makai Ashton-Langford,JR,2020-21,G,Boston College,ACC,15,396,51,122,0.418,39,71,12,51,0.235,31,47,0.66,7,43,50,48,26,1,25,50,145,15.9,0.502,0.467,1.9,12.9,7.2,24.6,3.7,0.3,14.8,21.2,155,103.2,108.7,0.6,0.2,0.8,-0.4,1.8,1.4,/cbb/players/makai-ashton-langford-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Frederick Scott,SR,2020-21,F,Boston College,ACC,7,128,18,45,0.4,10,25,8,20,0.4,9,18,0.5,4,23,27,4,6,2,13,14,53,12.1,0.495,0.489,3.4,21.4,12.1,6.5,2.6,1.6,19.5,25.7,48,86.2,107.8,-0.1,0.1,0,-1.6,-0.6,-2.2,/cbb/players/frederick-scott-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Kamari Williams,SO,2020-21,F,Boston College,ACC,15,186,14,40,0.35,5,10,9,30,0.3,2,4,0.5,8,10,18,4,3,1,9,5,39,6.2,0.465,0.463,4.7,6.4,5.5,3.9,0.9,0.6,17.7,13.5,39,88.7,117.2,0,0,0,-0.8,-1.8,-2.6,/cbb/players/kamari-williams-1.html,/cbb/schools/boston-college/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Aamir Simms,SR,2020-21,F,Clemson,ACC,24,712,124,233,0.532,102,178,22,55,0.4,52,63,0.825,59,95,154,65,21,17,58,69,322,23.8,0.612,0.579,10.2,16.3,13.3,22.4,1.8,3.1,18.1,24.5,328,114.7,94.9,2.2,1.4,3.6,5.4,3.3,8.7,/cbb/players/aamir-simms-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Hunter Tyson,JR,2020-21,F,Clemson,ACC,19,318,47,101,0.465,25,50,22,51,0.431,27,35,0.771,12,67,79,6,9,6,17,28,143,20.7,0.608,0.574,4.7,25.8,15.3,4.3,1.7,2.4,12.6,23.1,121,112.1,91.8,0.8,0.7,1.5,4.4,2.9,7.3,/cbb/players/tyson-hunter-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Alex Hemenway,SO,2020-21,G,Clemson,ACC,24,379,36,86,0.419,12,24,24,62,0.387,16,18,0.889,0,31,31,14,9,2,19,33,112,10.4,0.592,0.558,0,10,5,7.6,1.5,0.7,16.7,16.3,96,103.9,99.5,0.4,0.6,1,0.1,2.5,2.6,/cbb/players/alex-hemenway-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Al-Amir Dawes,SO,2020-21,G,Clemson,ACC,24,612,75,178,0.421,32,69,43,109,0.394,23,31,0.742,9,40,49,45,21,4,39,27,216,14.3,0.56,0.542,1.8,8,4.9,16,2.1,0.8,16.8,20.6,202,103,98.9,0.8,1,1.8,2.7,2.4,5.1,/cbb/players/al-amir-dawes-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
PJ Hall,FR,2020-21,F,Clemson,ACC,21,209,30,61,0.492,28,46,2,15,0.133,12,16,0.75,14,28,42,2,4,5,9,28,74,15.1,0.539,0.508,8.3,16.4,12.4,2.2,1.2,3.1,11.6,20.2,67,105.1,96.2,0.3,0.4,0.7,-0.4,2.1,1.7,/cbb/players/pj-hall-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Nick Honor,SO,2020-21,G,Clemson,ACC,24,559,69,176,0.392,29,67,40,109,0.367,17,23,0.739,8,22,30,53,32,1,24,34,195,15.8,0.522,0.506,1.8,4.8,3.3,20.7,3.5,0.2,11.4,20.6,191,106.9,97.1,1,1,1.9,2.5,3.8,6.2,/cbb/players/nick-honor-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Clyde Trapp,SR,2020-21,G,Clemson,ACC,24,690,65,155,0.419,45,98,20,57,0.351,24,39,0.615,13,114,127,61,15,9,47,38,174,11.5,0.501,0.484,2.3,20.2,11.3,18.1,1.3,1.7,21.3,17.4,184,94,95.4,0.3,1.3,1.6,0.1,3.1,3.2,/cbb/players/clyde-trapp-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jonathan Baehre,SR,2020-21,F,Clemson,ACC,24,404,36,92,0.391,28,63,8,29,0.276,23,27,0.852,24,57,81,20,9,14,17,32,103,13.8,0.491,0.435,7.3,17.3,12.3,10,1.4,4.5,14,16.4,111,103.4,94.9,0.5,0.8,1.3,0.6,3.3,3.9,/cbb/players/jonathan-baehre-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Olivier-Maxence Prosper,FR,2020-21,G,Clemson,ACC,22,213,18,52,0.346,15,34,3,18,0.167,15,22,0.682,18,23,41,6,4,3,8,21,54,10.6,0.432,0.375,10.4,13.2,11.8,5.7,1.2,1.8,11.4,18,59,97,98.3,0.1,0.4,0.5,-1.3,1.4,0.1,/cbb/players/olivier-maxence-prosper-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
John Newman,JR,2020-21,G,Clemson,ACC,22,344,31,91,0.341,23,59,8,32,0.25,12,13,0.923,11,34,45,24,12,3,24,31,82,7.6,0.422,0.385,4,12.1,8,14.2,2.2,1.1,19.8,19.2,88,83.6,96.9,-0.2,0.6,0.4,-2.8,2.8,-0.1,/cbb/players/john-newmaniii-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Chase Hunter,SO,2020-21,G,Clemson,ACC,24,339,28,90,0.311,23,55,5,35,0.143,8,12,0.667,6,23,29,22,10,3,19,27,69,4.2,0.361,0.339,2.2,8.3,5.3,13,1.8,1.1,16.6,18.4,74,75.6,99.1,-0.4,0.5,0.1,-4.5,2.2,-2.3,/cbb/players/chase-hunter-1.html,/cbb/schools/clemson/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Matthew Hurt,SO,2020-21,F,Duke,ACC,24,784,164,295,0.556,108,169,56,126,0.444,55,76,0.724,36,113,149,34,18,17,28,76,439,26.3,0.663,0.651,5.3,17.1,11.1,8.6,1.3,2.3,7.8,22.8,371,132.5,104.5,3.5,0.8,4.3,8.5,1.5,9.9,/cbb/players/matthew-hurt-1.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Mark Williams,FR,2020-21,C,Duke,ACC,23,350,71,107,0.664,71,107,0,0,NA,22,41,0.537,44,59,103,17,13,32,20,34,164,30.2,0.648,0.664,14.5,20,17.2,9.5,2.2,9.6,13.7,20.8,156,125,97.4,1.3,0.6,1.9,6,3.7,9.7,/cbb/players/mark-williams-7.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jalen Johnson,FR,2020-21,F,Duke,ACC,13,278,57,109,0.523,49,91,8,18,0.444,24,38,0.632,20,59,79,29,15,16,33,29,146,25.7,0.575,0.56,8.3,25.2,16.6,20.5,3.1,6,20.6,28.6,143,104.3,95.4,0.6,0.5,1.1,4.3,4.2,8.5,/cbb/players/jalen-johnson-24.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jeremy Roach,FR,2020-21,G,Duke,ACC,24,658,78,171,0.456,52,88,26,83,0.313,27,40,0.675,14,38,52,66,19,1,47,65,209,11.7,0.55,0.532,2.5,6.8,4.6,16.9,1.7,0.2,19.8,17.9,213,104.3,108.5,0.9,0.4,1.3,0,0.2,0.1,/cbb/players/jeremy-roach-2.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
DJ Steward,FR,2020-21,G,Duke,ACC,24,739,113,265,0.426,70,139,43,126,0.341,43,53,0.811,28,65,93,57,26,14,48,29,312,17.4,0.538,0.508,4.4,10.4,7.4,13.8,2,2,14.2,22.8,299,107.7,105.7,1.5,0.7,2.1,3.8,0.7,4.5,/cbb/players/dj-steward-1.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Wendell Moore,SO,2020-21,F,Duke,ACC,24,662,86,206,0.417,64,133,22,73,0.301,39,46,0.848,29,85,114,65,29,4,48,57,233,15.2,0.511,0.471,5.1,15.2,10.1,16.8,2.5,0.6,17.4,20.7,245,103.6,103.4,1,0.8,1.7,1.2,1.5,2.7,/cbb/players/wendell-moorejr-1.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jaemyn Brakefield,FR,2020-21,F,Duke,ACC,22,275,31,76,0.408,20,41,11,35,0.314,5,12,0.417,15,41,56,10,8,9,10,27,78,12.7,0.477,0.48,6.3,17.7,11.9,6.1,1.7,3.4,10.9,16.6,76,101.6,102.8,0.3,0.3,0.6,0.5,1.4,1.9,/cbb/players/jaemyn-brakefield-1.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Henry Coleman,FR,2020-21,F,Duke,ACC,19,95,10,20,0.5,10,19,0,1,0,1,5,0.2,13,13,26,3,3,6,5,5,21,16.1,0.469,0.5,15.8,16.2,16,5.2,1.8,6.6,18.3,14.3,26,101,101.4,0.1,0.1,0.2,0.6,0.7,1.3,/cbb/players/henry-colemanii-1.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jordan Goldwire,SR,2020-21,G,Duke,ACC,24,685,53,140,0.379,34,83,19,57,0.333,14,19,0.737,19,51,70,96,53,2,34,52,139,13.6,0.466,0.446,3.2,8.8,6,22,4.5,0.3,18.6,13.3,181,106.1,101.6,0.8,0.9,1.7,0.3,4.2,4.6,/cbb/players/jordan-goldwire-1.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Joey Baker,JR,2020-21,F,Duke,ACC,23,265,22,71,0.31,6,20,16,51,0.314,6,8,0.75,6,21,27,9,8,6,18,24,66,5.7,0.441,0.423,2.6,9.4,6,5.4,1.7,2.4,19.4,17.4,62,83.2,106.2,-0.1,0.2,0.1,-2,0.1,-1.9,/cbb/players/joey-baker-1.html,/cbb/schools/duke/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Tanor Ngom,FR,2020-21,C,Florida State,ACC,23,149,19,33,0.576,19,30,0,3,0,17,19,0.895,8,30,38,0,2,14,16,37,55,14.8,0.654,0.576,6.7,21.7,14.8,0,0.8,10.7,27.6,19.2,49,101,94.4,0.2,0.3,0.5,-4.6,4.1,-0.5,/cbb/players/tanor-ngom-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Quincy Ballard,FR,2020-21,C,Florida State,ACC,18,62,10,14,0.714,10,14,0,0,NA,2,7,0.286,5,7,12,1,0,6,6,13,22,14.6,0.635,0.714,10.1,12.2,11.2,3.1,0,11,25.7,18.6,19,97.7,100.9,0,0.1,0.1,-4.6,2.3,-2.3,/cbb/players/quincy-ballard-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Anthony Polite,JR,2020-21,G,Florida State,ACC,21,559,75,150,0.5,41,72,34,78,0.436,28,42,0.667,27,67,94,37,30,9,26,41,212,20.3,0.624,0.613,6,12.9,9.7,12,3.1,1.8,13.3,17.3,203,124.4,98.3,1.6,0.9,2.5,5.9,3.9,9.8,/cbb/players/anthony-polite-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Balsa Koprivica,SO,2020-21,C,Florida State,ACC,24,468,88,147,0.599,87,146,1,1,1,42,61,0.689,51,84,135,18,7,33,32,63,219,24.8,0.622,0.602,13.6,19.4,16.7,7.7,0.9,8,15.4,21.9,211,119.9,97.1,1.5,0.8,2.3,3.8,2.9,6.7,/cbb/players/balsa-koprivica-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Raiquan Gray,JR,2020-21,F,Florida State,ACC,25,658,109,211,0.517,101,181,8,30,0.267,71,93,0.763,37,123,160,55,30,18,55,65,297,22.1,0.582,0.536,7,20.2,14.1,16.1,2.6,3.1,17.7,23.3,297,112.5,95.1,1.7,1.3,3,3.7,3.7,7.4,/cbb/players/raiquan-gray-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
M.J. Walker,SR,2020-21,G,Florida State,ACC,24,697,95,218,0.436,51,114,44,104,0.423,59,74,0.797,11,48,59,61,21,9,62,53,293,15.1,0.579,0.537,2,7.4,4.9,15.9,1.7,1.5,19.7,22.3,281,107.4,104.2,1.3,0.7,2.1,2.9,1.3,4.2,/cbb/players/mj-walker-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Nathanael Jack,SR,2020-21,G,Florida State,ACC,19,143,23,56,0.411,6,10,17,46,0.37,5,8,0.625,5,9,14,5,3,1,9,17,68,14.5,0.569,0.563,4.4,6.8,5.7,6.7,1.2,0.8,13.1,23.8,58,109.5,105.9,0.3,0.1,0.4,1.9,-0.3,1.6,/cbb/players/nathanael-jack-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Malik Osborne,JR,2020-21,F,Florida State,ACC,24,486,46,109,0.422,27,57,19,52,0.365,31,37,0.838,34,75,109,7,14,7,18,50,142,14.1,0.561,0.509,8.7,16.7,13,2.4,1.6,1.6,12.5,14.7,139,117.2,99.7,0.9,0.7,1.7,2.2,1.8,4,/cbb/players/malik-osborne-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Wyatt Wilkes,JR,2020-21,F,Florida State,ACC,25,343,35,86,0.407,11,23,24,63,0.381,4,5,0.8,9,31,40,23,11,8,15,21,98,13.2,0.554,0.547,3.3,9.8,6.8,11.5,1.8,2.7,14.5,14.9,96,112.6,102.3,0.6,0.4,1,3.7,2.5,6.2,/cbb/players/wyatt-wilkes-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Scottie Barnes,FR,2020-21,G,Florida State,ACC,24,595,98,195,0.503,87,155,11,40,0.275,41,66,0.621,35,61,96,98,35,11,59,52,248,21.4,0.548,0.531,7.4,11.1,9.3,31.6,3.4,2.1,20.7,23.7,283,109.3,98.3,1.5,1,2.4,4.3,3.6,7.9,/cbb/players/scottie-barnes-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Sardaar Calhoun,JR,2020-21,G,Florida State,ACC,25,356,49,116,0.422,26,58,23,58,0.397,12,14,0.857,7,29,36,14,13,2,19,19,133,13.4,0.542,0.522,2.5,8.8,5.9,7.2,2.1,0.6,13.4,19.7,117,106.1,103.2,0.5,0.4,0.9,2.1,1.7,3.8,/cbb/players/sardaar-calhoun-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
RayQuan Evans,SR,2020-21,G,Florida State,ACC,24,460,37,101,0.366,28,76,9,25,0.36,39,46,0.848,13,35,48,33,11,6,31,24,122,9.9,0.497,0.411,3.5,8.2,6,11.8,1.4,1.5,20.1,16.5,131,99.7,104.8,0.4,0.5,0.8,-0.1,1.2,1.1,/cbb/players/rayquan-evans-1.html,/cbb/schools/florida-state/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jose Alvarado,SR,2020-21,G,Georgia Tech,ACC,26,965,141,280,0.504,95,162,46,118,0.39,67,80,0.838,19,71,90,106,74,1,53,59,395,22.2,0.621,0.586,2.5,9.4,5.9,20.7,4.5,0.1,14.3,20.4,394,119.7,100.5,2.9,1.4,4.3,4.7,3.4,8.1,/cbb/players/jose-alvarado-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Michael Devoe,JR,2020-21,G,Georgia Tech,ACC,26,909,136,299,0.455,78,154,58,145,0.4,61,81,0.753,18,94,112,87,33,7,68,44,391,18.2,0.579,0.552,2.5,13.2,7.8,18.1,2.1,0.9,16.8,23.7,379,107.1,104.2,1.8,1,2.8,4.4,0.5,4.9,/cbb/players/michael-devoe-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Moses Wright,SR,2020-21,F,Georgia Tech,ACC,25,882,175,329,0.532,163,300,12,29,0.414,73,111,0.658,79,122,201,57,37,41,41,66,435,26.8,0.57,0.55,11.3,17.7,14.5,13.5,2.5,5.3,9.7,25.4,438,117.7,99.5,3.1,1.4,4.4,5.7,1.7,7.4,/cbb/players/moses-wright-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Jordan Usher,SR,2020-21,G,Georgia Tech,ACC,26,766,121,242,0.5,97,158,24,84,0.286,36,54,0.667,15,94,109,72,42,19,58,73,302,18.2,0.564,0.55,2.5,15.7,9,18.1,3.2,2.8,17.8,22.5,294,103,99.7,1.1,1.2,2.3,2.5,2.6,5.1,/cbb/players/jordan-usher-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Bubba Parham,SR,2020-21,G,Georgia Tech,ACC,25,673,57,139,0.41,26,45,31,94,0.33,22,27,0.815,14,52,66,36,24,0,13,61,167,11.6,0.55,0.522,2.6,9.9,6.2,9,2.1,0,7.9,13,164,115.8,105.7,1.1,0.6,1.7,1.1,1.1,2.3,/cbb/players/bubba-parham-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Rodney Howard,SO,2020-21,C,Georgia Tech,ACC,19,145,13,25,0.52,13,25,0,0,NA,5,7,0.714,5,21,26,3,3,8,4,28,31,10.7,0.547,0.52,4.4,18.5,11.4,3.5,1.2,6.2,12.4,11.8,30,107.5,100.9,0.1,0.2,0.3,-3.4,1.9,-1.5,/cbb/players/rodney-howard-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Kyle Sturdivant,SO,2020-21,G,Georgia Tech,ACC,26,310,32,74,0.432,24,52,8,22,0.364,18,23,0.783,2,22,24,27,6,2,17,27,90,10.6,0.53,0.486,0.8,9.1,4.9,15.2,1.1,0.7,16.7,17.4,91,101.7,107.8,0.3,0.2,0.5,-0.8,-0.3,-1.1,/cbb/players/kyle-sturdivant-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Khalid Moore,JR,2020-21,F,Georgia Tech,ACC,25,597,41,108,0.38,29,55,12,53,0.226,26,41,0.634,16,58,74,21,17,12,20,40,120,8.8,0.471,0.435,3.4,12.4,7.9,5.8,1.7,2.3,13.6,13.1,123,95.9,104.7,0.2,0.6,0.8,-0.4,1.1,0.7,/cbb/players/khalid-moore-1.html,/cbb/schools/georgia-tech/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Da'Monte Williams,SR,2020-21,G,Illinois,Big Ten,31,772,52,101,0.515,17,37,35,64,0.547,32,47,0.681,31,133,164,52,25,10,21,63,171,15.1,0.693,0.688,5,18.4,12.2,10.3,1.8,1.3,14.6,9.2,181,137.8,95.2,1.8,1.5,3.3,4.8,5.2,10,/cbb/players/demonte-williams-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Jacob Grandison,JR,2020-21,G,Illinois,Big Ten,30,458,50,95,0.526,33,54,17,41,0.415,22,23,0.957,29,73,102,38,16,2,23,35,139,17.9,0.656,0.616,7.9,17,12.8,13.5,2,0.4,17.8,13.8,149,127.2,96,1.2,0.9,2.1,5.2,4.6,9.8,/cbb/players/jacob-grandison-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Kofi Cockburn,SO,2020-21,C,Illinois,Big Ten,31,837,214,327,0.654,214,327,0,0,NA,120,217,0.553,105,188,293,5,10,40,54,78,548,31.4,0.637,0.654,15.6,24,20.1,1.3,0.7,4.8,11.2,28.5,483,122.8,93.5,3.7,1.8,5.5,7.6,2,9.6,/cbb/players/kofi-cockburn-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Giorgi Bezhanishvili,JR,2020-21,F,Illinois,Big Ten,31,449,67,123,0.545,64,117,3,6,0.5,22,35,0.629,43,40,83,13,7,10,28,57,159,14.6,0.569,0.557,11.9,9.5,10.6,5,0.9,2.2,16.7,18.4,159,109.7,99.4,0.8,0.7,1.5,1.2,2.1,3.3,/cbb/players/giorgi-bezhanishvili-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Ayo Dosunmu,JR,2020-21,G,Illinois,Big Ten,28,984,210,430,0.488,178,348,32,82,0.39,112,143,0.783,31,146,177,147,31,6,93,58,564,23.9,0.566,0.526,3.9,15.9,10.4,29.2,1.8,0.6,15.7,29.5,572,112.9,96.8,3.3,1.8,5.1,6.4,3.1,9.5,/cbb/players/ayo-dosunmu-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Trent Frazier,SR,2020-21,G,Illinois,Big Ten,31,1044,98,245,0.4,43,93,55,152,0.362,64,77,0.831,5,80,85,85,39,4,46,77,315,12.5,0.559,0.512,0.6,8.2,4.7,12.9,2.1,0.4,14,15.4,309,113.5,98.7,1.8,1.7,3.5,2.4,4,6.3,/cbb/players/trent-fraizer-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Andre Curbelo,FR,2020-21,G,Illinois,Big Ten,31,668,109,219,0.498,104,188,5,31,0.161,59,81,0.728,14,109,123,129,28,3,80,84,282,18,0.548,0.509,2.6,17.4,10.6,34.4,2.4,0.4,23.7,24.9,320,103.6,94.7,1.2,1.3,2.6,1.7,4.2,5.9,/cbb/players/andre-curbelo-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Adam Miller,FR,2020-21,G,Illinois,Big Ten,31,792,90,230,0.391,38,77,52,153,0.34,26,38,0.684,9,77,86,25,18,1,33,71,258,9.5,0.52,0.504,1.4,10.4,6.2,5.2,1.3,0.1,11.7,17.5,224,102.6,99.9,0.8,1.2,2,0.8,2.4,3.2,/cbb/players/adam-miller-3.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Coleman Hawkins,FR,2020-21,F,Illinois,Big Ten,25,157,10,29,0.345,7,16,3,13,0.231,13,19,0.684,9,12,21,11,2,9,6,16,36,11.6,0.473,0.397,7.1,8.2,7.7,10.6,0.7,5.7,13.6,13.8,43,109.3,98,0.2,0.3,0.5,2.1,4.3,6.4,/cbb/players/coleman-hawkins-1.html,/cbb/schools/illinois/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Trayce Jackson-Davis,SO,2020-21,F,Indiana,Big Ten,27,925,183,354,0.517,183,354,0,0,NA,150,229,0.655,87,156,243,39,20,38,59,58,516,26.5,0.558,0.517,11,19.8,15.4,10.8,1.3,4.8,11.3,29.5,495,111.5,99.2,2.9,1.4,4.3,6.6,1.8,8.4,/cbb/players/trayce-jackson-davis-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Race Thompson,JR,2020-21,F,Indiana,Big Ten,27,760,87,169,0.515,84,154,3,15,0.2,70,114,0.614,54,113,167,37,28,34,31,63,247,19.4,0.553,0.524,8.3,17.4,12.9,10.3,2.2,5.2,12.2,17.5,254,113,97.8,1.6,1.3,2.9,3.7,3.9,7.6,/cbb/players/race-thompson-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
